LOGOHSUN,AGNFRAC,LOGZ,LOGQ,('C__3_977000A', 'N__3_991000A', 'H__1_102572A', 'BLND_103500A', 'INCI_121500A', 'H__1_121567A', 'N__5_123882A', 'BLND_124000A', 'N__5_124280A', 'SI_2_126474A', 'BLND_130400A', 'SI_2_130928A', 'C__2_133500A', 'BLND_139700A', 'BLND_140200A', 'BLND_140600A', 'N__4_148332A', 'N__4_148650A', 'BLND_148600A', 'SI_2_153343A', 'C__4_154819A', 'BLND_154900A', 'C__4_155078A', 'HE_2_164043A', 'BLND_166600A', 'AL_2_167079A', 'N__4_171860A', 'BLND_175000A', 'BLND_186000A', 'BLND_188800A', 'C__3_190668A', 'BLND_190900A', 'C__3_190873A', 'C__3_229690A', 'O__3_232095A', 'BLND_247100A', 'BLND_232600A', 'BLND_233500A', 'BLND_266500A', 'BLND_279800A', 'MG_2_280271A', 'NE_3_334218A', 'NE_5_342603A', 'BA_C_0', 'BAC__364600A', 'O__2_372603A', 'BLND_372700A', 'O__2_372881A', 'NE_3_386876A', 'HE_1_388863A', 'CA_2_393366A', 'HE_1_402620A', 'S__2_406860A', 'HE_1_447149A', 'BLND_407400A', 'S__2_407635A', 'H__1_410173A', 'H__1_434046A', 'BLND_436300A', 'HE_2_468564A', 'CA_B_468564A', 'AR_4_471126A', 'BLND_472000A', 'AR_4_474012A', 'INCI_486000A', 'H__1_486133A', 'O__3_495891A', 'O__3_500684A', 'HE_1_501568A', 'AR_3_519182A', 'N__1_520026A', 'FE14_530301A', 'O__1_557734A', 'N__2_575461A', 'HE_1_587564A', 'O__1_630030A', 'BLND_630000A', 'S__3_631206A', 'O__1_636378A', 'N__2_654805A', 'H__1_656281A', 'N__2_658345A', 'HE_1_667815A', 'S__2_671644A', 'BLND_672000A', 'S__2_673082A', 'AR_5_700583A', 'AR_3_713579A', 'O__2_731892A', 'O__2_731999A', 'BLND_732500A', 'AR_4_733215A', 'AR_3_775111A', 'BLND_844600A', 'CA_2_849802A', 'CA_2_854209A', 'CA_2_866214A', 'BLND_857900A', 'S__3_906862A', 'H__1_922897A', 'S__3_953062A', 'H__1_954593A', 'HE_1_108303m', 'H__1_187510m', 'H__1_128180m', 'H__1_109380m', 'H__1_100493m', 'H__1_405113m', 'H__1_262513m', 'H__1_216551m', 'H__1_194454m', 'C__2_157636m', 'N__2_121767m', 'N__2_205244m', 'N__3_573238m', 'O__1_631679m', 'O__1_145495m', 'O__3_518004m', 'O__3_883323m', 'O__4_258832m', 'NE_2_128101m', 'NE_3_155509m', 'NE_3_360036m', 'NE_5_143228m', 'NE_5_242065m', 'NE_6_764318m', 'NA_3_731706m', 'NA_4_903098m', 'NA_4_213162m', 'NA_6_143228m', 'NA_6_861836m', 'MG_4_448712m', 'MG_5_560700m', 'MG_5_135464m', 'MG_7_550177m', 'MG_7_900655m', 'MG_8_302765m', 'AL_5_290450m', 'AL_6_365932m', 'AL_6_911329m', 'AL_8_582933m', 'AL_8_369722m', 'SI_2_348046m', 'SI_6_196247m', 'SI_7_248071m', 'SI_7_651288m', 'SI_9_392820m', 'SI_9_258394m', 'SI10_143008m', 'S__3_187078m', 'S__3_334704m', 'S__4_105076m', 'S__8_991400A', 'S__9_125201m', 'S__9_375414m', 'S_11_191960m', 'S_11_139238m', 'AR_2_698337m', 'AR_3_898898m', 'AR_3_218253m', 'AR_5_789971m', 'AR_5_130985m', 'AR_6_452800m', 'AR10_553402A', 'AR11_259535m', 'CA_4_320610m', 'CA_5_415739m', 'CA_5_114792m', 'CA_8_232117m', 'SC_5_231119m', 'TI_6_171509m', 'V__7_130376m', 'CR_8_101065m', 'MN_9_796849A', 'NI12_423090A', 'O__3_166081A', 'O__3_166615A', 'O__5_121834A', 'SI_3_189203A', 'BLND_233500A_1') 
8.76,0.16,-1.301029996,7.227,9.88E-05,8.24E-05,0.01965102,3.42E-11,105.7974213,25.27536963,1.06E-06,1.65E-06,5.89E-07,0.002023864,0.009901958,0.00206554,0.014125658,0.000717821,1.96E-05,3.13E-05,7.84E-06,5.31E-06,1.31E-05,0.002424072,0.001067463,0.001677627,0.000607988,0.178802686,0.01241575,0,3.41E-08,0.002093566,0.000310142,0.005432994,0.033731597,0.056199363,0.022397465,3.04E-05,0.003420447,0.083887645,0.099240251,0.006791085,0.001433309,0.643706062,0.216553703,0.000596104,3.11E-06,3.291195107,15.59314019,2.555688661,6.050565871,3.479083257,0.589105009,0.099577567,1.91E-05,0.019400712,0.083547177,0.040071246,0.109542574,0.025996343,0.262860566,0.473471833,0.013637338,0.023555373,0.029953974,0.000627156,3.12E-06,0.000441947,13.57523407,1,0.821821506,2.452003405,0.023935878,0.00190303,0.010663913,0,0.004732512,0.00635415,0.102641783,0.19161754,0.252854576,0.030705842,0.061211816,0.145282305,2.797358217,0.428265187,0.028994672,1.262192239,2.213549384,0.95138867,1.33E-05,0.246048359,0.014384477,0.042189717,0.104041487,1.19E-06,0.058406103,0.000309602,6.36E-08,5.63E-07,3.08E-07,9.35E-07,0.483496737,0.025448756,1.214526654,0.036322941,0.23420447,0.308732385,0.15699379,0.088430377,0.054783897,0.069291636,0.041808266,0.026243498,0.017458151,0.028842722,0.023231613,0.006983386,0.061145613,0.067942373,0.006542354,0.748400113,0.904164434,0.020173702,0.352069607,1.009173733,0.092055736,7.42E-05,9.02E-05,6.63E-11,0.025995713,0.000440938,3.60E-05,2.37E-12,1.43E-12,0.000356924,1.21E-06,9.92E-08,0,0,0,5.35E-07,8.84E-10,7.58E-11,0,0,0.05918792,2.60E-12,0,0,0,0,0,0.649821885,0.999401028,0.056517764,0,0,0,0,0,0.035805933,0.23266921,0.015747297,7.78E-05,0.000136418,7.21E-06,0,0,3.14E-07,4.31E-09,3.05E-10,0,1.12E-08,1.83E-09,1.72E-12,1.20E-16,0,0,0.003159736,0.009253807,2.75E-08,0.002181678,0.006791085
8.76,0.16,-1.301029996,7.477,0.000242859,0.000247649,0.019005476,3.91E-10,105.6209479,24.89016177,7.40E-06,1.15E-05,4.13E-06,0.00228218,0.010060112,0.002375024,0.016527349,0.002050576,4.74E-05,7.16E-05,2.15E-05,1.45E-05,3.60E-05,0.002674671,0.002486845,0.004266381,0.001772865,0.197504249,0.019316108,0,1.38E-07,0.003166425,0.000562819,0.006484862,0.038896582,0.064883238,0.025817335,7.48E-05,0.005276012,0.066535532,0.073651413,0.005659029,0.001203877,0.494303519,0.166415938,0.000663782,1.37E-05,3.278466671,15.69050167,1.944986467,4.611002707,2.649241518,0.640649588,0.09783156,1.18E-05,0.019171335,0.060001888,0.039607855,0.078674388,0.018670926,0.262938251,0.473405929,0.021056209,0.026044565,0.03317807,0.001511645,5.71E-06,0.001064707,13.55259017,1,1.280229118,3.819789765,0.023638509,0.001868163,0.006677157,0,0.003359665,0.004845156,0.101520111,0.130710644,0.172483792,0.033650154,0.041754264,0.106215774,2.79700384,0.313108202,0.028668093,0.890980047,1.563290741,0.672310694,3.63E-05,0.242282999,0.011324668,0.033209542,0.0825203,2.80E-06,0.057512432,0.000281516,3.92E-08,3.47E-07,1.89E-07,5.75E-07,0.53531189,0.025484044,1.344684333,0.036372506,0.232246491,0.309350412,0.157229181,0.088562976,0.054862466,0.069484484,0.041914773,0.026306099,0.01749764,0.019804242,0.016629949,0.004992761,0.094838547,0.043702398,0.004206269,1.199030654,1.42799144,0.054969472,0.238783282,1.11534588,0.101715239,0.000346195,0.000420658,3.92E-10,0.02918235,0.001013344,8.26E-05,1.42E-11,8.58E-12,0.000912507,7.41E-06,6.07E-07,0,0,0,1.61E-06,2.27E-08,1.94E-09,0,0,0.046626172,3.05E-08,2.03E-14,1.18E-15,0,0,0,0.728677535,1.11783219,0.142840058,1.67E-14,0,0,0,0,0.023157613,0.232026185,0.015692705,0.000220114,0.000387329,1.88E-05,0,0,5.43E-07,1.14E-08,8.08E-10,0,1.76E-08,6.83E-09,1.82E-11,5.83E-16,0,0,0.004915654,0.014397935,9.47E-08,0.002604205,0.005659029
8.76,0.16,-1.301029996,7.727,0.000522604,0.00057199,0.018634036,2.94E-06,105.4318118,24.480852,3.80E-05,5.92E-05,2.12E-05,0.002493041,0.010341491,0.002653388,0.018267726,0.003744463,0.000103443,0.000153074,5.05E-05,3.43E-05,8.48E-05,0.002901166,0.003796928,0.006897993,0.003083221,0.209547297,0.026469165,0,4.17E-07,0.004193082,0.000937482,0.007400019,0.042904716,0.071741384,0.028468788,0.000161098,0.007036223,0.050262323,0.053702366,0.004622538,0.000990952,0.372435676,0.125525431,0.000713644,5.21E-05,3.263799441,15.76387798,1.39232195,3.303383494,1.893845622,0.673337313,0.096189249,7.36E-06,0.019007571,0.042747636,0.039285602,0.056045993,0.013300242,0.263029751,0.473375012,0.028099965,0.027591028,0.03513556,0.003323176,1.03E-05,0.002340423,13.52832145,1,1.682039521,5.01837831,0.023415538,0.001806572,0.004147843,0,0.002395966,0.00351764,0.100775973,0.089918633,0.118657912,0.035063303,0.028723886,0.073126826,2.796833276,0.215566586,0.028439571,0.619993088,1.089189784,0.469196695,9.37E-05,0.234519808,0.008457793,0.024807578,0.062338601,6.10E-06,0.055669002,0.000259093,2.45E-08,2.16E-07,1.18E-07,3.59E-07,0.560711256,0.025516949,1.408438315,0.036417329,0.232160472,0.309918004,0.157453426,0.088687129,0.054933869,0.069664792,0.042015645,0.026363608,0.017533851,0.013086614,0.011018504,0.003271653,0.121098929,0.028546071,0.00274418,1.591467437,1.842920423,0.107979642,0.157902673,1.191605667,0.108620527,0.001272502,0.001544532,7.70E-07,0.031814897,0.001901825,0.00015494,7.02E-08,4.23E-08,0.002021677,3.71E-05,3.04E-06,7.37E-14,1.12E-13,0,4.03E-06,1.37E-07,1.17E-08,0,0,0.035493701,2.11E-07,2.13E-13,1.24E-14,0,0,0,0.771009393,1.175175144,0.311476234,1.46E-13,0,0,0,0,0.015005184,0.227008262,0.015342905,0.000577833,0.00101819,4.85E-05,0,0,8.76E-07,2.66E-08,1.88E-09,3.99E-16,2.45E-08,2.09E-08,6.68E-11,2.78E-15,0,0,0.006735258,0.01973108,3.08E-07,0.002972071,0.004622538
8.76,0.16,-1.301029996,7.977,0.001015723,0.00112591,0.018590259,2.71E-05,105.3226211,23.95869947,0.000156311,0.000244615,8.83E-05,0.002667681,0.01072935,0.002898789,0.01932714,0.005144991,0.000242776,0.000320205,0.000113165,7.67E-05,0.000189863,0.003102749,0.005347414,0.009721002,0.00433122,0.217358147,0.034050967,0,1.03E-06,0.005191125,0.001387145,0.008261047,0.046820864,0.078590259,0.031055423,0.00031304,0.008681584,0.037408988,0.039301406,0.003751255,0.000804074,0.277749184,0.093767261,0.000763683,0.000188498,3.247552096,15.77422797,0.972570926,2.307839568,1.317756716,0.698750942,0.094495355,4.76E-06,0.018892794,0.030697966,0.039069169,0.040246046,0.009549335,0.263137083,0.473418278,0.034684911,0.028485124,0.036153653,0.006648255,2.08E-05,0.004684911,13.51431082,1,1.99990585,5.966921918,0.023259792,0.001740993,0.002527398,0,0.001722163,0.0025177,0.10032011,0.06253766,0.082522596,0.035453804,0.01997709,0.049328396,2.796290485,0.145414888,0.028278935,0.430893799,0.758630429,0.327768014,0.000227834,0.2236411,0.006195707,0.018182902,0.046390911,1.24E-05,0.053088125,0.000247379,1.58E-08,1.40E-07,7.57E-08,2.32E-07,0.562798142,0.025537911,1.41372709,0.036445518,0.234151393,0.310230982,0.157572809,0.088761612,0.054980542,0.069765252,0.042072558,0.02639656,0.017554607,0.008360846,0.007027366,0.002035683,0.136285463,0.018823437,0.001805674,1.880303791,2.081753703,0.172093899,0.102890409,1.242122772,0.113174743,0.00385482,0.004671102,1.38E-05,0.033803038,0.002973199,0.000242471,4.52E-07,2.73E-07,0.003879613,0.000151833,1.25E-05,1.01E-12,1.50E-12,0,8.39E-06,6.18E-07,5.30E-08,5.44E-17,2.11E-17,0.026045694,1.22E-06,1.78E-09,1.04E-10,0,0,0,0.776330655,1.1701293,0.594181521,1.26E-12,0,0,0,0,0.009768704,0.216962717,0.014658863,0.001376161,0.002420129,0.000123927,0,0,1.35E-06,5.59E-08,3.95E-09,1.29E-15,3.19E-08,5.46E-08,2.04E-10,1.78E-11,8.21E-16,0,0.008661813,0.025385702,1.14E-06,0.003318479,0.003751255
8.76,0.16,-1.301029996,8.227,0.001815628,0.001996358,0.018430024,0.000180323,105.3556853,23.19551705,0.000541251,0.0008576,0.000316318,0.002818704,0.011254474,0.003112702,0.019749482,0.006413951,0.000620236,0.000656527,0.000247909,0.000167966,0.000415866,0.003276198,0.007792742,0.013849124,0.005966598,0.222813461,0.042305519,0,2.28E-06,0.006183211,0.001810353,0.008991963,0.051155271,0.086343944,0.033914108,0.000559176,0.010248634,0.0279946,0.029130094,0.003038582,0.000640704,0.206341433,0.069815408,0.000824826,0.000659415,3.22847994,15.71796321,0.678658881,1.609279839,0.913166321,0.722295473,0.092446788,3.22E-06,0.018814906,0.022401582,0.038933886,0.02936774,0.006966158,0.263247944,0.473441326,0.04095561,0.028979406,0.036554279,0.011953287,4.71E-05,0.008432536,13.5185534,1,2.24392541,6.694920575,0.023156589,0.001665599,0.001504426,0,0.001251366,0.001810699,0.100109876,0.044179695,0.058297231,0.034896716,0.014112513,0.033414956,2.79531613,0.098505682,0.028166635,0.301632448,0.53283732,0.231192315,0.000509732,0.208887424,0.004541973,0.013342751,0.034711496,2.31E-05,0.049585609,0.000245963,1.07E-08,9.45E-08,5.07E-08,1.56E-07,0.542883154,0.025546242,1.363690588,0.03645696,0.238136498,0.310284423,0.157594023,0.088786338,0.054994663,0.069787154,0.042085766,0.026404533,0.01755949,0.005227287,0.004430841,0.001233848,0.141304075,0.012702957,0.001214447,2.077290136,2.155992968,0.24146418,0.067040246,1.273435047,0.115985434,0.010103598,0.012219501,6.91E-05,0.035201231,0.003987882,0.000325925,1.93E-06,1.17E-06,0.00637157,0.000500785,4.16E-05,6.44E-11,9.24E-11,5.94E-14,1.47E-05,2.16E-06,1.85E-07,4.94E-16,1.96E-16,0.01849752,5.78E-06,4.47E-08,2.60E-09,0,0,0,0.746374082,1.106611415,1.005525209,7.61E-09,4.29E-15,1.95E-16,0,0,0.006426195,0.201365606,0.013605199,0.002897156,0.005070321,0.000305525,0,0,2.01E-06,1.08E-07,7.63E-09,4.99E-15,4.05E-08,1.27E-07,5.52E-10,1.11E-10,3.65E-15,0,0.010755635,0.031547058,5.00E-06,0.003613047,0.003038582
8.76,0.16,-1.301029996,8.477,0.003043059,0.003296506,0.018448536,0.001054674,105.6342461,22.02297765,0.001548127,0.002549701,0.001001574,0.002944917,0.011891092,0.003291155,0.01957633,0.0077356,0.001617816,0.00131407,0.000536512,0.000363299,0.000899811,0.003411709,0.012381492,0.021214983,0.008659112,0.226773686,0.051548631,0,4.72E-06,0.007163991,0.002143909,0.009421782,0.055901794,0.095073969,0.037034939,0.000936387,0.011791313,0.021182877,0.021771483,0.002445987,0.000499213,0.15262197,0.051797293,0.000900944,0.002206358,3.202706956,15.59804847,0.476329871,1.128423041,0.634844193,0.745357255,0.089597104,2.25E-06,0.018766132,0.016550205,0.038866856,0.021694681,0.005144476,0.263367957,0.473528486,0.04712622,0.029194838,0.036525024,0.019451684,0.00011067,0.013743469,13.55429651,1,2.435505194,7.266603714,0.023091281,0.001566037,0.000860781,0,0.000913598,0.001311961,0.100122757,0.031514007,0.041586402,0.033279824,0.01006673,0.022867485,2.794208373,0.067409506,0.028089707,0.212332389,0.376644633,0.164305949,0.00104498,0.189477494,0.003347812,0.009847655,0.026261253,3.93E-05,0.044976393,0.000252867,7.46E-09,6.60E-08,3.51E-08,1.09E-07,0.50192005,0.025545483,1.260780611,0.036452628,0.2433774,0.310166824,0.157544854,0.088778722,0.054992131,0.069757633,0.042071136,0.026395656,0.017553667,0.003219389,0.002793044,0.000740195,0.138423041,0.008744413,0.000832074,2.209726157,2.111362921,0.314394082,0.04374882,1.292067989,0.11764243,0.024024866,0.02899937,0.000311605,0.036188228,0.004737803,0.000388291,7.31E-06,4.48E-06,0.008871577,0.001331004,0.00011164,1.18E-07,1.71E-07,6.92E-13,2.22E-05,6.20E-06,5.36E-07,4.26E-15,1.73E-15,0.012716714,2.25E-05,3.58E-07,2.11E-08,0,0,0,0.68419893,0.993956563,1.541989298,1.50E-07,5.11E-14,2.38E-15,0,0,0.004252125,0.180169972,0.012176582,0.005408876,0.009401007,0.000713314,0,0,2.89E-06,1.95E-07,1.39E-08,2.49E-11,5.13E-08,2.74E-07,1.40E-09,4.35E-10,6.78E-12,0,0.013092855,0.038451369,2.37E-05,0.003787221,0.002445987
8.76,0.16,-1.301029996,8.727,0.004807376,0.005117029,0.018679782,0.004723241,106.1487854,20.2979504,0.003123545,0.005639866,0.002516352,0.003051398,0.012518345,0.003430541,0.018814208,0.009101088,0.003899608,0.002492883,0.001114942,0.000754365,0.001869338,0.003511513,0.020955213,0.034650177,0.013378669,0.230187247,0.061693446,0,9.44E-06,0.008023469,0.002378195,0.009369623,0.060228998,0.103466599,0.039865891,0.001478112,0.013291371,0.016232287,0.016313892,0.001947052,0.000381294,0.112376645,0.038303391,0.000986716,0.006705466,3.16548583,15.41592864,0.336918016,0.79757085,0.443636134,0.766162702,0.085235324,1.61E-06,0.018742409,0.0123292,0.03886956,0.016159856,0.003830655,0.263486842,0.473589322,0.053118674,0.029270622,0.036282262,0.0288354,0.00024085,0.020407389,13.62031883,1,2.586317055,7.716346154,0.023054782,0.001431522,0.000464448,0,0.000666403,0.000956098,0.100382718,0.0225427,0.02974728,0.030510501,0.007201101,0.015820787,2.793079453,0.046637778,0.028043079,0.149958882,0.267345648,0.117386766,0.001958692,0.165564904,0.002481876,0.007312437,0.020118611,6.09E-05,0.039302885,0.000265075,5.34E-09,4.72E-08,2.48E-08,7.74E-08,0.442782136,0.025540549,1.11222166,0.036443573,0.249253543,0.30996331,0.157464575,0.088749367,0.054978492,0.06970205,0.042042004,0.0263781,0.017542384,0.00195205,0.001765783,0.000441897,0.129285805,0.006056743,0.000572811,2.295894484,1.983394484,0.389486336,0.028615574,1.302157136,0.11852543,0.05242915,0.063180035,0.00130241,0.036914853,0.005098368,0.000419123,2.57E-05,1.58E-05,0.010496268,0.00285909,0.000240404,9.51E-07,1.33E-06,6.47E-12,2.99E-05,1.57E-05,1.36E-06,1.87E-11,7.65E-12,0.00848621,7.12E-05,2.15E-06,1.29E-07,2.12E-14,1.03E-14,0,0.596185476,0.845932439,2.164631832,1.08E-06,6.22E-13,2.96E-14,0,0,0.002819142,0.154358553,0.010438069,0.009065663,0.015630061,0.00155842,4.18E-14,0,4.01E-06,3.34E-07,2.39E-08,1.32E-10,6.59E-08,5.70E-07,3.47E-09,1.49E-09,7.17E-11,0,0.015642713,0.046046306,0.000105197,0.003768978,0.001947052
8.76,0.16,-1.301029996,8.977,0.00715082,0.007458513,0.019056219,0.010640866,106.8960025,17.96782927,0.004650422,0.008957796,0.004307374,0.003137124,0.013089345,0.003523491,0.017484631,0.010377449,0.008075171,0.004272336,0.002120943,0.001433891,0.003554706,0.003569995,0.034855869,0.056196847,0.020809683,0.233690078,0.072186654,0,1.80E-05,0.008561236,0.002527218,0.008833572,0.062736104,0.109227584,0.041477942,0.002197452,0.014684185,0.01270266,0.012297181,0.001537824,0.000289508,0.083060997,0.028480968,0.00107189,0.017470616,3.109858258,15.1552795,0.242280618,0.573021182,0.313948081,0.783850932,0.078416945,1.18E-06,0.018742793,0.009314541,0.038945692,0.012207039,0.002892403,0.263586558,0.473674152,0.058684504,0.029310081,0.035986622,0.039159102,0.000445772,0.027758242,13.71619685,1,2.704124861,8.067845198,0.023039975,0.001267367,0.000239271,0,0.000489345,0.000704857,0.100926899,0.01630387,0.021514572,0.026791846,0.005208154,0.01115082,2.791845835,0.032871476,0.028021022,0.106905558,0.19183628,0.084930721,0.003337474,0.13913362,0.001865616,0.005508202,0.015738493,8.60E-05,0.033027552,0.000280879,3.90E-09,3.45E-08,1.80E-08,5.64E-08,0.372575251,0.025532728,0.935913362,0.036429368,0.255187132,0.309695811,0.157356267,0.088708393,0.054954611,0.069625737,0.042000319,0.026354515,0.017527313,0.001171524,0.001123587,0.000262771,0.115327281,0.004266603,0.000400223,2.343589744,1.802229654,0.45978659,0.01890524,1.307214525,0.118967989,0.1030387,0.124019748,0.004881988,0.037496417,0.005026278,0.000414333,8.27E-05,5.14E-05,0.010763179,0.005029145,0.00042029,5.98E-06,8.19E-06,4.85E-08,3.63E-05,3.57E-05,3.12E-06,3.47E-10,1.43E-10,0.005565536,0.000179984,1.02E-05,6.20E-07,2.45E-13,1.21E-13,0,0.493964007,0.682274247,2.79697404,6.46E-06,2.85E-09,1.36E-10,0,0,0.001896098,0.126408664,0.008555184,0.013789138,0.023576366,0.003166396,4.75E-13,0,5.29E-06,5.35E-07,3.85E-08,6.79E-10,8.55E-08,1.15E-06,8.37E-09,5.21E-09,3.17E-10,0,0.018254181,0.05392897,0.000391591,0.003557573,0.001537824
8.76,0.16,-1.301029996,9.227,0.009859599,0.010052489,0.019545308,0.015581246,108.0698139,15.30656276,0.006119341,0.012000386,0.005881046,0.003215463,0.01363206,0.003577639,0.015769949,0.011411412,0.014507954,0.006375346,0.003593096,0.00242703,0.006020158,0.003595672,0.052978682,0.084069685,0.030278225,0.237882398,0.082569073,0,3.14E-05,0.00869099,0.002609873,0.008069492,0.062919431,0.111389837,0.041556643,0.003029175,0.01594545,0.010419914,0.009560443,0.001235139,0.000225955,0.063453983,0.021945321,0.001151929,0.037846976,3.030624074,14.8022799,0.182408063,0.429606492,0.230614414,0.800798609,0.068522574,8.93E-07,0.018769241,0.00734849,0.039106073,0.009628389,0.002280061,0.263689058,0.473723192,0.063711599,0.029411992,0.03578605,0.048802087,0.000696561,0.0346461,13.86681265,1,2.799703742,8.353191215,0.023045984,0.001104785,0.000122828,0,0.000372577,0.000539963,0.101829072,0.012282476,0.016207574,0.022915566,0.003923488,0.008242094,2.790654988,0.024296065,0.028025375,0.078830424,0.142886585,0.06405616,0.005114639,0.114658337,0.001466542,0.004343402,0.012903652,0.00011052,0.02721775,0.00030332,2.96E-09,2.62E-08,1.36E-08,4.27E-08,0.305055709,0.025522638,0.766278096,0.036413989,0.262227088,0.309367553,0.157226122,0.088658466,0.054926902,0.069527275,0.041949507,0.026324467,0.017508534,0.000701584,0.000727539,0.0001555,0.098434984,0.003144651,0.000291409,2.352708186,1.577671153,0.509821601,0.012972242,1.310362594,0.119243898,0.176099697,0.211856766,0.015490114,0.038001546,0.004599085,0.000379951,0.000235277,0.000147083,0.009915953,0.00735493,0.00060881,2.95E-05,4.00E-05,4.58E-07,3.97E-05,7.05E-05,6.21E-06,2.39E-09,1.00E-09,0.003719972,0.000359889,3.74E-05,2.31E-06,2.40E-12,1.21E-12,0,0.397114703,0.529335995,3.320667225,3.53E-05,9.26E-08,4.45E-09,0,0,0.001341631,0.100917756,0.0068368,0.018965351,0.032158498,0.005891995,5.51E-12,0,6.58E-06,7.71E-07,5.57E-08,2.80E-09,1.08E-07,2.13E-06,1.89E-08,1.79E-08,1.28E-09,0,0.020801507,0.0617666,0.001215753,0.003255297,0.001235139
8.76,0.16,-1.301029996,9.477,0.01229724,0.012277315,0.020247918,0.021655398,109.6194676,13.02335456,0.007950678,0.015435571,0.007484893,0.00330067,0.01418749,0.00359399,0.014141761,0.012100278,0.023858566,0.00815352,0.005419566,0.003652131,0.009071697,0.003580924,0.0718504,0.113124285,0.040166585,0.242943002,0.09240895,0,4.87E-05,0.008554303,0.002647199,0.007414993,0.061832435,0.111285318,0.040829659,0.003777233,0.017067777,0.009179487,0.00788731,0.001039425,0.000186984,0.051758942,0.018083293,0.00122587,0.069224236,2.933790626,14.38575862,0.148159399,0.344243018,0.179745223,0.819238935,0.05640699,7.23E-07,0.018825739,0.006256084,0.03936959,0.008195002,0.001938984,0.263798791,0.473852687,0.068169198,0.029615221,0.035724318,0.056142414,0.000957733,0.039934673,14.06565409,1,2.883227176,8.602319125,0.023074637,0.000981512,6.49E-05,0,0.00030211,0.000441548,0.103165115,0.00988437,0.013043279,0.019869672,0.003157504,0.006572268,2.789514944,0.01937351,0.028063694,0.061453536,0.11330067,0.051847134,0.007072024,0.096919811,0.001247297,0.003711579,0.011358158,0.000130394,0.023006696,0.000336175,2.40E-09,2.12E-08,1.09E-08,3.45E-08,0.255234362,0.025510371,0.641123632,0.036393925,0.275662257,0.308966193,0.15707333,0.088593827,0.054894659,0.069407153,0.041884697,0.026288094,0.017485873,0.000421591,0.00048081,9.11E-05,0.081215091,0.00246278,0.000223867,2.305340519,1.315760248,0.520398497,0.009678916,1.313049159,0.119467581,0.257674343,0.310694104,0.040793729,0.038432141,0.003982035,0.000329479,0.000581218,0.000365311,0.00855267,0.009170995,0.000750547,0.000115401,0.000156894,2.92E-06,3.92E-05,0.000117883,1.04E-05,1.30E-08,5.59E-09,0.002635734,0.000578507,0.000108078,6.79E-06,2.72E-08,1.37E-08,3.45E-11,0.327323208,0.41077903,3.632206435,0.000162848,8.17E-07,3.98E-08,0,0,0.001033611,0.082698024,0.005605096,0.023462682,0.03940552,0.010044749,5.45E-08,1.08E-15,7.61E-06,9.68E-07,7.02E-08,1.01E-08,1.27E-07,3.53E-06,3.87E-08,5.71E-08,4.81E-09,0,0.023195492,0.069211171,0.00336665,0.002998203,0.001039425
8.76,0.16,-1.301029996,9.727,0.014205343,0.013916891,0.021252953,0.031533087,111.6545231,11.26725887,0.010642446,0.020121103,0.009478657,0.003383904,0.014847124,0.003566224,0.012825631,0.012550155,0.03609808,0.009013541,0.007321423,0.004919985,0.012241408,0.003516652,0.087377316,0.137139435,0.04842466,0.24874738,0.100785175,0,6.64E-05,0.008355125,0.002647503,0.007001364,0.060804472,0.110959178,0.040196959,0.004362378,0.01805636,0.008743055,0.00696144,0.000928037,0.000165402,0.045450311,0.016014905,0.001294441,0.109358885,2.823535283,13.93785142,0.130695013,0.295292278,0.14852447,0.840869016,0.044242606,6.26E-07,0.018911734,0.005826263,0.039731177,0.007629504,0.001803407,0.263928536,0.473966131,0.072069734,0.029898193,0.035732109,0.06127358,0.001186945,0.043693649,14.32677912,1,2.96390192,8.843197924,0.023128722,0.000904515,3.64E-05,0,0.000263749,0.000388662,0.104920651,0.008589014,0.011333799,0.017884353,0.002743654,0.005682869,2.788202415,0.016752504,0.028140533,0.050600526,0.095841235,0.045240709,0.008929368,0.085640616,0.001165253,0.003489703,0.010805137,0.000144868,0.020329374,0.000385102,2.08E-09,1.84E-08,9.44E-09,2.99E-08,0.223422165,0.025491566,0.561233656,0.036364241,0.297744286,0.308460592,0.156878597,0.088508501,0.05484912,0.069248428,0.041800579,0.026240476,0.017455834,0.000256256,0.000321602,5.30E-05,0.065455634,0.002074359,0.000182912,2.190870679,1.050803473,0.49026849,0.007878032,1.315933061,0.119695911,0.323721596,0.391090262,0.088814586,0.038802941,0.003369265,0.000279027,0.001235087,0.000778454,0.007288818,0.010057557,0.000812989,0.00036311,0.000495658,1.51E-05,3.60E-05,0.000167355,1.48E-05,5.62E-08,2.48E-08,0.00197212,0.000776425,0.000249656,1.59E-05,1.88E-07,9.61E-08,1.85E-10,0.282749443,0.323209236,3.775160528,0.000578734,5.16E-06,2.56E-07,1.26E-10,4.49E-11,0.000871078,0.070941877,0.004806202,0.026481352,0.044013042,0.016124696,5.53E-07,2.38E-14,8.37E-06,1.06E-06,7.73E-08,3.32E-08,1.35E-07,5.15E-06,7.13E-08,1.60E-07,1.69E-08,1.28E-14,0.025251688,0.075533154,0.008533453,0.002840204,0.000928037
